data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8608906,356,IND101770,101770,"18 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Patiala,Nabha,Nabha,30.3757,76.1529,1,"Times of India",National,"On 18 October 2021, farmers of BKU and SKM staged a protest and blocked trains in Nabha (Patiala district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608908,356,IND101724,101724,"18 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); SKM: United Farmers Front",6,,,0,60,"South Asia",India,Odisha,Baleshwar,Baleshwar,Balasore,21.4871,86.9246,1,"Times of India",National,"On 18 October 2021, farmers under the SKM staged a 'rail roko' (train blockade) protest in Balasore town (Baleshwar, Odisha), against a recent incident of violence against farmers in Lakhimpur Kheri, UP. [size=no report]",0,1635273306,IND
8608910,356,IND101775,101775,"18 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Sangrur,Malerkotla,Malerkotla,30.5309,75.8794,1,"Times of India",National,"On 18 October 2021, farmers of BKU and SKM staged a protest and blocked trains in Malerkotla (Sangrur district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608912,356,IND101817,101817,"18 October 2021",2021,1,Protests,"Protest with intervention","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,"Police Forces of India (2014-)",,1,16,"South Asia",India,"Uttar Pradesh",Sultanpur,Sultanpur,Sultanpur,26.2578,82.0726,1,"Times of India",National,"On 18 October 2021, farmers of BKU and SKM staged a protest and blocked trains in Sultanpur (Sultanpur district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. Police detained about 100 farmers from the protest site. [size=no report]",0,1635273306,IND
8608915,356,IND101811,101811,"18 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,"Uttar Pradesh",Mathura,Mathura,Mathura,27.5035,77.6721,1,"Times of India",National,"On 18 October 2021, farmers of BKU and SKM staged a protest and blocked trains in Mathura (Mathura district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608917,356,IND101809,101809,"18 October 2021",2021,1,Protests,"Protest with intervention","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,"Police Forces of India (2014-)",,1,16,"South Asia",India,"Uttar Pradesh",Lucknow,Lucknow,Lucknow,26.8392,80.9231,1,"Times of India",National,"On 18 October 2021, farmers of BKU and SKM staged a protest and blocked trains in Lucknow (Lucknow district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. Police detained some farm leaders from the protest site. [size=no report]",0,1635273306,IND
8608920,356,IND101723,101723,"18 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); SKM: United Farmers Front",6,,,0,60,"South Asia",India,Odisha,Anugul,"Talcher Sadar",Talcher,20.9493,85.2335,1,"Times of India",National,"On 18 October 2021, farmers under the SKM staged a 'rail roko' (train blockade) protest in Talcher town (Anugul, Odisha), against a recent incident of violence against farmers in Lakhimpur Kheri, UP. [size=no report]",0,1635273306,IND
8608937,356,IND101803,101803,"18 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,"Uttar Pradesh",Bulandshahr,Khurja,Khurja,28.2538,77.8553,1,"United News of India",National,"On 18 October 2021, farmers of BKU and SKM staged a protest and blocked trains in Khurja (Bulandshahr district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608939,356,IND101814,101814,"18 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,"Uttar Pradesh",Prayagraj,Allahabad,Allahabad,25.4447,81.8432,1,"United News of India",National,"On 18 October 2021, farmers of BKU and SKM staged a protest and blocked trains in Allahabad (Prayagraj district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608342,356,IND101677,101677,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union",6,,,0,60,"South Asia",India,"Uttar Pradesh",Meerut,Meerut,Hastinapur,29.1569,77.9938,1,"Amar Ujala",Subnational,"On 16 October 2021, farmers of BKU, staged a protest, in Hastinapur (Meerut district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608413,356,IND101666,101666,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Amritsar,Amritsar-I,"Nawan Pind",31.6444,75.0148,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Nawan Pind (Amritsar-I, Amritsar district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608425,356,IND101674,101674,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,"Sri Muktsar Sahib",Malout,Badal,30.075,74.6671,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest in Badal town (Malout, Sri Muktsar Sahib district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608437,356,IND101668,101668,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Amritsar,Amritsar-II,Attari,31.6008,74.6056,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Attari (Amritsar-II, Amritsar district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608443,356,IND101669,101669,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Amritsar,"Baba Bakala",Rayya,31.5377,75.2356,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Rayya (Baba Bakala, Amritsar district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608444,356,IND101672,101672,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Mansa,Mansa,Mansa,29.988,75.4016,2,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged protests across Mansa district (Mansa district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608448,356,IND101670,101670,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,2,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged protests across Bathinda district (Bathinda district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608451,356,IND101665,101665,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Amritsar,Amritsar-I,Majitha,31.7571,74.9589,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Majitha (Amritsar-I, Amritsar district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608454,356,IND101653,101653,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Chandigarh, demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608456,356,IND101667,101667,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Amritsar,Amritsar-II,Amritsar,31.6344,74.8728,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Amritsar city (Amritsar-II, Amritsar district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608463,356,IND101663,101663,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Amritsar,Ajnala,Ajnala,31.8447,74.7629,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Ajnala (Amritsar district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608464,356,IND101664,101664,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Amritsar,Ajnala,Chogawan,31.7045,74.6598,1,"Chandigarh Tribune",Subnational,"On 16 October 2021, farmers of BKU and SKM staged a protest, in Chogawan (Ajnala, Amritsar district, Punjab), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608662,356,IND101671,101671,"16 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Punjab,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,3,"Indian Express",National,"On 16 October 2021, farmers of BKU and SKM staged protests across 550 places in Punjab, coded as Chandigarh, demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273305,IND
8608928,356,IND101675,101675,"16 October 2021",2021,2,Protests,"Peaceful protest","Protesters (India)","SKM: United Farmers Front; Farmers (India)",6,,,0,60,"South Asia",India,Tripura,"West Tripura",Mohanpur,Agartala,23.833,91.2864,1,"Tripura Infoway",Subnational,"Around 16 October 2021 (as reported), members of Sanjukta Kishan Morcha, a farmers' organisation, staged a demonstration by burning the effigies of Prime Minister and Home Minister in Agartala (West Tripura district, Tripura) in protest against the alleged anti-farmer decisions taken by the Modi govt. [size=no report]",0,1635273306,IND
8601761,356,IND101422,101422,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"South Asia",India,"Jammu and Kashmir",Jammu,"Ranbir Singh Pora","Ranbir Singh Pura",32.6049,74.7315,1,"Amar Ujala",National,"On 15 October 2021, INC members staged a protest at Ranbir Singh Pura city (Jammu district, J&K) against the BJP led government over inflation in essential commodities, introduction of the new farm laws and violence against farmers in Lakhimpur Kheri, UP. [size=no report]",0,1634665503,IND
8608871,356,IND101637,101637,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Ambala,Naraingarh,Shahzadpur,30.4469,77.0319,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Shahzadpur (Naraingarh, Ambala district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608879,356,IND101651,101651,"15 October 2021",2021,1,Riots,"Violent demonstration","Rioters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",5,"Police Forces of India (2014-)",,1,15,"South Asia",India,"Uttar Pradesh",Muzaffarnagar,Muzaffarnagar,Muzaffarnagar,29.4709,77.7033,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a demonstration and clashed with the police, in Muzaffarnagar (Muzaffarnagar district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' agitation over the farm laws. [size=no report]",0,1635273306,IND
8608880,356,IND101650,101650,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,"Uttar Pradesh",Bijnor,Bijnor,Bijnor,29.373,78.1363,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Bijnor (Bijnor district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608884,356,IND101634,101634,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Ambala,Ambala,Ambala,30.3609,76.7978,2,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Ambala district (Ambala district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608890,356,IND101648,101648,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"South Asia",India,Rajasthan,Ajmer,Kishangarh,Kishangarh,26.5741,74.8668,1,"Times of India",National,"On 15 October 2021, farmers staged a protest in Kishangarh town (Ajmer, Rajasthan), against the shortage of fertiliser in the area. [size=no report]",0,1635273306,IND
8608891,356,IND101645,101645,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Kurukshetra,Thanesar,Ladwa,29.9959,77.0448,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Ladwa (Thanesar, Kurukshetra district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608892,356,IND101635,101635,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Ambala,Ambala,"Lakhnaur Sahib",30.2756,76.7769,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Lakhnaur Sahib (Ambala district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608893,356,IND101642,101642,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Kurukshetra,Pehowa,Pehowa,29.9789,76.5824,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Pehowa (Kurukshetra district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608896,356,IND101639,101639,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Jind,Jind,Jind,29.3157,76.315,2,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Jind district (Jind district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608897,356,IND101643,101643,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Kurukshetra,Shahbad,Shahbad,30.1557,76.8697,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Shahbad (Kurukshetra district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608902,356,IND101636,101636,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Ambala,Naraingarh,"Korwa Khurd",30.3968,76.968,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Korwa Khurd (Naraingarh, Ambala district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608903,356,IND101644,101644,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Kurukshetra,Thanesar,Kurukshetra,29.9657,76.837,2,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Kurukshetra district (Thanesar, Kurukshetra district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608913,356,IND101646,101646,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Kurukshetra,Thanesar,Thanesar,29.9732,76.8321,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Thanesar (Kurukshetra district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8608914,356,IND101640,101640,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Karnal,Karnal,Karnal,29.6919,76.9844,1,"Times of India",National,"On 15 October 2021, hundreds of farmers of BKU and SKM staged a protest, in Karnal (Karnal district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=hundreds]",0,1635273306,IND
8608921,356,IND101641,101641,"15 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Haryana,Kurukshetra,Pehowa,Ismailabad,30.117,76.6673,1,"Times of India",National,"On 15 October 2021, farmers of BKU and SKM staged a protest, in Ismailabad (Pehowa, Kurukshetra district, Haryana), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri during the farmers' protest over the farm laws. [size=no report]",0,1635273306,IND
8601800,356,IND101548,101548,"14 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union",6,,,0,60,"South Asia",India,Punjab,"Sri Muktsar Sahib",Malout,Badal,30.075,74.6671,1,"Chandigarh Tribune",Subnational,"On 14 October 2021, farmers associated with BKU, staged a protest and encircled the Finance Minister's residence, in Badal (Malout, Sri Muktsar Sahib district, Punjab), demanding compensation for the cotton crop damaged due to the pink bollworm attack and against delay in paddy procurement. [size=no report]",0,1634665503,IND
8601903,356,IND101478,101478,"14 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"South Asia",India,"Madhya Pradesh",Neemuch,Neemuch,Neemuch,24.4765,74.8621,1,"Free Press Journal (India)",National,"On 14 October 2021, hundreds of farmers staged a protest outside the Narcotics office in Neemuch city (MP), against a newly adopted policy for opium cultivation. [size=hundreds]",0,1634665503,IND
8601783,356,IND101599,101599,"13 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"South Asia",India,Telangana,Hyderabad,Asifnagar,Hyderabad,17.384,78.4563,1,"Asian News International",National,"On 13 October 2021, members of the INC held a protest in Hyderabad city (Hyderabad, TS) demanding action against those involved in the violence in Lakhimpur Kheri district of Uttar Pradesh which led to the death of farmers. [size=no report]",0,1634665503,IND
8601977,356,IND101393,101393,"13 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union",6,,,0,60,"South Asia",India,Haryana,Sonipat,Gohana,Gohana,29.1377,76.7024,1,"Indian Express",National,"On 13 October 2021, BKU farmers staged a protest, in Gohana town (Sonipat district, Haryana), against BJP leaders and against the farm laws. [size=no report]",0,1634665503,IND
8602219,356,IND101594,101594,"13 October 2021",2021,1,Protests,"Protest with intervention","Protesters (India)",,6,"Police Forces of India (2014-)",,1,16,"South Asia",India,"Tamil Nadu",Thoothukudi,Thoothukkudi,Thoothukudi,8.7673,78.1342,1,"The Hindu",National,"On 13 October 2021, a protest was held in Thoothukudi city (Thoothukudi, TN) demanding action against those involved in the violence in Lakhimpur Kheri district of Uttar Pradesh which led to the death of farmers. Protesters burnt effigies and police arrested protesters. [size=no report]",0,1634665504,IND
8602268,356,IND101391,101391,"13 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union",6,,,0,60,"South Asia",India,Haryana,Kaithal,Kaithal,Kaithal,29.8015,76.3995,2,"Times of India",National,"On 13 October 2021, BKU farmers staged a protest, on the Jind-Kaithal road in Kaithal district (Kaithal district, Haryana), against the farm laws and against the low minimum support price for paddy. [size=no report]",0,1634665504,IND
8601728,356,IND101614,101614,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front; INC: Indian National Congress",6,,,0,60,"South Asia",India,"Uttar Pradesh",Kheri,Lakhimpur,Lakhimpur,27.9482,80.7793,2,"Times of India; Hindustan Times",National,"On 12 October 2021, thousands of BKU, SKM farmers joined by INC members staged a protest and marched towards Tikunia in Lakhimpur (Kheri district, UP), demanding police action against the BJP perpetrated violence in Lakhimpur Kheri against the farmers' protest over the farm laws. [size=thousands]",0,1634665503,IND
8601795,356,IND101513,101513,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union",6,,,0,60,"South Asia",India,Punjab,Amritsar,Amritsar-II,Amritsar,31.6344,74.8728,1,"Chandigarh Tribune",Subnational,"On 12 October 2021, residents, farmers and BKU members staged a protest, in Amritsar city (Amritsar-II, Amritsar district, Punjab), against the BJP perpetrated violence in Lakhimpur Kheri against the farmers' protest over the farm laws and against violence against civilians in Kashmir by militants. [size=no report]",0,1634665503,IND
8601802,356,IND101527,101527,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front; Students (India)",6,,,0,60,"South Asia",India,Punjab,Jalandhar,Jalandhar-I,Jalandhar,31.3255,75.5791,1,"Chandigarh Tribune",Subnational,"On 12 October 2021, BKU and SKM farmers along with students, staged a protest, in Jalandhar (Jalandhar-I, Jalandhar district, Punjab), against the BJP perpetrated violence in Lakhimpur Kheri against the farmers' protest over the farm laws. [size=no report]",0,1634665503,IND
8601922,356,IND101462,101462,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"South Asia",India,Karnataka,Chamarajanagar,Chamarajanagar,Chamarajanagar,11.9231,76.9394,2,"Hans India",National,"On 12 October 2021, farmers held a protest in a village in Chamarajanagar district (Chamarajanagar, KN) demanding the authorities release water into a lake in the area. [size=no report]",0,1634665503,IND
8601925,356,IND101601,101601,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"South Asia",India,Telangana,Jagtial,Metpalle,Metpally,18.8492,78.6262,1,"Hans India",Subnational,"On 12 October 2021, hundreds of farmers held a protest in Metpally town (Jagtial, TS) demanding the reopening of a sugar factory. [size=hundreds]",0,1634665503,IND
8602181,356,IND101316,101316,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"South Asia",India,Assam,"Kamrup Metropolitan","North Guwahati",Guwahati,26.1892,91.7722,1,"Sentinel (India)",Subnational,"On 12 October 2021, members of Assam Pradesh Congress Committee (APCC) staged a protest in Guwahati (Kamrup Metropolitan district, Assam) as a part of the countrywide protest against the alleged killing of farmers by the son of the Union Minister of State for Home Affairs at Lakhimpur Kheri, Uttar Pradesh. [size=no report]",0,1634665504,IND
8602220,356,IND101585,101585,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); SKM: United Farmers Front",6,,,0,60,"South Asia",India,"Tamil Nadu",Chennai,Chennai,Chennai,13.0878,80.2784,1,"The Hindu",National,"On 12 October 2021, more than 200 members of the SKM held a protest in Chennai city (Chennai, TN) demanding action against those involved in the violence in Lakhimpur Kheri district of Uttar Pradesh which led to the death of farmers. [size=more than 200]",0,1634665504,IND
8602256,356,IND101590,101590,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India)",6,,,0,60,"South Asia",India,"Tamil Nadu",Madurai,"Madurai South",Madurai,9.9174,78.1196,1,"Times of India",National,"On 12 October 2021, farmers held a protest in Madurai city (Madurai, TN) demanding a sugar mill be restarted. [size=no report]",0,1634665504,IND
8602258,356,IND101625,101625,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); BKU: Bharatiya Kisan Union; SKM: United Farmers Front",6,,,0,60,"South Asia",India,Uttarakhand,"Udham Singh Nagar",Kichha,Rudrapur,28.9874,79.4028,1,"Times of India",National,"On 12 October 2021, BKU and SKM farmers staged a protest, in Rudrapur (Rudrapur, Kichha, UdhamSingh Nagar district), against the BJP and against the farm laws. [size=no report]",0,1634665504,IND
8602262,356,IND101598,101598,"12 October 2021",2021,1,Protests,"Peaceful protest","Protesters (India)","Farmers (India); AIKSCC: All India Farmers' Struggle Coordination Committee",6,,,0,60,"South Asia",India,Telangana,Hyderabad,Asifnagar,Hyderabad,17.384,78.4563,1,"Times of India",National,"On 12 October 2021, members of the AIKSCC held a protest in Hyderabad city (Hyderabad, TS) demanding action against those involved in the violence in Lakhimpur Kheri district of Uttar Pradesh which led to the death of farmers. [size=no report]",0,1634665504,IND
